Employee ID,
958049,24,03/01/2022,19,5,5,0,5,8
348729,26,07/22/2023,11,5,6,2,2,9
348729,29,12/17/2022,14,10,10,1,5,5
441062,8,07/13/2024,10,5,6,3,2,6
441062,21,11/13/2022,19,7,10,3,3,4
246025,7,09/16/2023,12,9,6,1,5,6
246025,0,06/01/2022,19,8,9,1,5,8
866152,1,09/22/2022,16,5,5,0,2,5
866152,9,03/18/2023,19,7,9,2,3,10
558064,15,08/06/2022,5,10,9,2,5,4
558064,0,06/24/2022,5,10,9,3,1,7
894681,6,03/16/2023,11,9,7,3,4,9
220994,10,07/05/2024,5,10,8,0,0,7
220994,2,01/02/2024,14,9,7,0,3,10
220994,30,08/10/2022,8,7,10,2,1,4
551151,3,09/21/2022,6,10,6,1,0,8
551151,9,01/06/2024,10,9,8,0,2,9
551151,19,04/09/2023,5,8,9,0,0,4
737970,10,05/03/2022,9,7,10,3,3,6
861665,23,03/05/2023,15,9,10,2,2,9
861665,1,04/08/2022,16,5,9,2,1,4
343891,3,11/21/2024,15,7,6,3,0,9
343891,5,10/02/2022,9,10,7,3,2,8
275861,9,05/05/2022,14,7,6,0,4,5
275861,7,10/16/2024,9,7,10,1,0,8
589650,8,05/18/2024,20,5,7,3,4,3
589650,2,04/08/2024,16,10,9,3,5,3
589650,28,05/18/2022,7,10,8,3,3,7
284894,26,10/03/2024,6,10,7,1,1,9
284894,4,03/23/2024,18,9,10,0,5,7
284894,20,08/01/2022,19,6,5,0,3,4
929240,28,03/06/2022,5,10,7,0,5,6
243001,24,01/16/2023,5,6,5,2,5,6
243001,2,12/05/2023,7,10,7,1,2,10
243001,30,04/02/2022,15,6,5,2,3,4
688513,4,06/24/2022,17,6,6,3,1,10
688513,21,03/12/2022,7,5,7,3,1,6
688513,9,04/07/2024,9,6,5,0,4,7
442899,0,01/18/2023,20,5,7,2,2,4
935656,9,08/09/2022,15,10,9,2,5,6
715512,11,01/06/2022,18,6,6,0,0,8
141384,1,11/18/2023,15,10,9,2,3,8
141384,4,06/04/2024,12,8,6,0,0,3
578082,17,12/17/2023,11,6,5,2,4,3
506670,8,05/15/2022,13,5,9,0,0,10
506670,12,08/13/2022,18,5,10,2,3,8
506670,22,03/08/2024,10,10,5,1,0,4
673770,19,02/07/2022,10,7,6,3,4,8
673770,21,08/21/2024,14,8,6,1,5,8
673770,7,11/17/2023,14,6,7,0,1,10
788678,13,12/20/2024,7,6,5,2,0,9
999527,20,01/21/2023,5,6,8,2,3,8
999527,16,09/04/2023,18,10,7,1,3,10
999527,22,07/08/2022,19,5,5,2,5,3
418651,1,07/19/2022,14,7,6,1,0,3
418651,11,06/06/2024,12,7,5,2,0,8
418651,7,11/16/2024,20,7,8,2,3,7
243344,12,11/02/2024,12,10,6,3,2,10
489244,7,07/19/2024,9,10,6,3,4,9
489244,19,08/07/2024,7,7,10,2,5,9
489244,4,10/15/2023,6,9,7,3,1,5
272500,20,11/10/2022,11,8,8,3,3,3
272500,17,02/16/2022,9,8,6,0,5,7
340876,9,01/06/2023,6,9,6,3,0,3
340876,4,09/03/2023,12,7,6,2,1,10
340876,6,06/04/2022,20,9,7,3,0,3
894667,26,06/06/2024,12,8,9,0,5,6
894667,27,08/24/2023,8,9,5,0,5,10
480944,19,09/24/2023,19,8,9,2,2,3
480944,13,08/18/2022,11,10,5,2,5,8
480944,4,02/03/2023,7,8,5,1,5,8
951318,17,10/24/2023,6,6,6,0,1,9
951318,20,11/12/2024,20,8,10,2,5,9
312548,26,02/02/2022,10,9,10,3,5,9
312548,17,09/04/2022,19,5,6,3,0,10
312548,18,11/11/2022,17,5,10,0,4,10
750802,17,06/02/2022,11,6,8,1,0,8
750802,28,02/13/2022,19,6,9,0,2,5
750802,25,09/17/2023,16,10,8,1,3,7
958191,20,03/06/2023,6,5,5,2,0,5
958191,11,11/05/2024,20,8,9,1,3,10
958191,9,02/03/2023,15,7,9,1,3,7
135182,25,01/16/2023,14,10,6,2,4,5
135182,8,04/09/2024,7,6,8,3,1,9
135182,21,09/02/2024,15,10,9,0,0,4
456267,17,04/20/2024,14,10,6,2,3,7
978891,1,03/16/2024,10,8,8,0,5,8
978891,15,11/02/2024,20,9,10,0,2,7
978891,20,04/17/2023,16,7,8,3,2,5
138628,11,02/03/2023,10,10,7,3,2,3
180595,1,04/22/2024,18,9,6,1,5,9
180595,3,12/04/2024,12,6,6,0,4,10
180595,23,02/18/2024,14,10,5,0,3,3
376943,16,04/10/2022,17,6,10,0,4,9
279976,9,08/10/2023,17,6,7,1,2,8
367620,6,08/11/2022,16,10,5,1,0,4
367620,28,03/15/2024,9,9,10,0,2,8
706002,21,07/07/2024,14,6,5,3,1,6
706002,17,10/04/2024,19,10,6,1,1,10
368083,24,03/11/2023,10,6,7,3,1,4
368083,10,12/23/2023,10,5,10,0,2,8
368083,25,06/01/2024,15,9,10,1,2,4
609826,16,02/13/2024,6,6,8,2,4,4
609826,28,01/22/2024,19,6,10,1,2,4
503311,6,09/19/2022,17,7,6,0,4,9
503311,10,09/17/2024,9,10,9,3,1,5
779396,1,11/05/2024,14,7,9,0,4,5
779396,15,10/20/2023,17,7,5,0,1,5
441942,13,01/18/2022,6,7,6,3,0,3
441942,23,04/09/2024,9,7,5,3,5,7
441942,19,04/16/2022,11,9,5,1,3,5
143499,26,05/12/2022,9,8,5,2,5,9
143499,22,05/01/2024,17,5,9,3,0,3
143499,11,12/22/2022,14,6,6,2,4,5
463765,24,11/15/2022,20,9,7,0,4,9
146691,29,03/04/2022,20,8,6,0,2,10
202967,15,10/11/2024,6,6,6,2,0,10
202967,14,03/19/2024,14,7,5,0,0,8
202967,21,11/02/2023,14,10,8,1,4,7
402036,11,05/19/2022,14,5,8,1,0,10
402036,12,05/08/2023,13,7,8,2,1,3
613983,23,03/20/2023,13,6,6,1,0,5
613983,10,02/06/2023,5,6,10,0,4,6
613983,6,03/10/2024,7,5,6,1,4,9
720274,7,05/04/2024,7,10,10,2,5,7
720274,10,11/15/2024,7,7,5,1,0,8
876071,0,07/11/2022,15,8,6,3,3,8
833142,0,01/14/2024,8,6,9,1,3,6
833142,30,02/16/2024,14,6,9,0,4,8
833142,20,04/12/2023,11,5,7,2,5,7
284007,0,05/20/2024,16,8,8,0,3,9
284007,1,05/07/2022,12,8,5,2,5,9
284007,11,02/23/2022,16,7,9,1,0,5
755011,9,04/24/2022,6,7,7,3,5,4
755011,27,12/03/2023,14,9,10,3,2,3
755011,30,03/02/2024,17,9,10,0,1,10
669718,21,08/07/2022,17,6,9,1,2,9
551346,12,06/01/2024,5,10,7,3,1,6
551346,20,08/21/2022,18,7,7,0,5,10
551346,8,06/03/2022,19,9,5,0,1,10
857621,8,08/03/2022,19,9,6,2,5,3
527420,11,09/18/2022,11,5,8,2,4,6
527420,15,10/03/2022,5,10,9,0,5,10
527420,23,10/19/2024,12,8,10,2,3,3
500169,15,02/11/2022,6,7,9,1,1,9
500169,17,09/05/2022,18,8,10,2,1,3
538810,13,05/19/2022,10,10,10,2,5,5
538810,2,12/15/2023,13,9,8,3,5,9
538810,9,05/09/2024,19,7,8,3,5,9
827187,20,05/19/2024,19,8,9,1,5,9
827187,24,09/12/2024,7,5,9,0,5,5
827187,25,09/12/2023,12,8,8,1,4,7
728435,12,03/21/2023,20,8,9,3,0,10
751731,26,04/10/2022,7,8,9,3,3,7
751731,1,12/09/2022,6,6,8,1,1,7
751731,24,12/19/2023,12,9,9,1,1,9
588164,0,02/17/2024,9,5,10,3,1,6
237813,5,04/14/2024,18,10,10,1,0,4
237813,30,06/13/2023,7,8,6,2,2,7
566301,18,09/02/2023,11,5,7,0,3,4
566301,26,04/06/2022,9,7,5,0,5,8
566301,23,07/03/2024,15,5,8,3,5,7
560637,10,06/14/2023,20,8,5,0,3,10
560637,16,07/06/2023,14,5,9,2,1,7
469525,27,09/20/2022,14,7,10,0,1,4
406479,14,08/19/2022,13,8,6,0,3,5
204279,17,04/12/2022,7,10,7,0,4,7
502004,24,11/08/2023,18,10,7,2,3,9
502004,23,12/13/2024,10,10,8,3,5,4
749146,27,07/17/2023,16,6,5,3,0,5
749146,16,11/24/2024,7,6,10,3,5,6
749146,19,10/18/2023,8,5,10,1,2,3
951211,4,09/05/2024,6,6,9,1,4,10
951211,25,11/03/2022,12,10,10,0,0,3
438767,19,02/18/2024,7,6,7,0,0,9
438767,14,01/09/2024,12,9,10,0,4,9
581458,27,01/06/2022,20,7,9,1,0,5
415983,13,01/19/2022,14,5,8,0,0,4
415983,13,10/17/2024,17,9,9,2,4,9
415983,28,02/24/2022,17,9,7,3,0,9
669680,16,06/09/2024,20,9,10,2,3,6
669680,18,04/14/2022,7,9,10,2,0,4
362975,12,02/02/2024,10,7,9,2,4,7
362975,1,06/10/2022,12,10,10,1,5,6
643444,27,06/01/2023,15,9,5,2,5,9
643444,19,02/09/2023,14,9,9,1,2,9
590951,27,09/07/2024,17,10,7,0,3,10
455219,15,02/12/2022,18,8,7,0,2,4
101856,10,08/10/2024,20,10,6,3,4,8
101856,13,11/16/2024,10,5,7,3,2,3
376456,28,12/22/2023,10,10,7,1,0,8
376456,3,03/16/2024,10,6,5,0,1,7
401467,30,07/22/2022,5,7,6,3,5,9
401467,25,01/16/2023,10,5,5,2,2,5
311732,3,04/22/2023,15,8,7,0,3,6
311732,24,11/07/2022,15,7,8,0,5,6
487625,17,06/18/2024,15,6,7,0,4,5
487625,1,07/19/2023,14,7,9,0,2,4
373436,25,12/19/2024,19,8,6,2,2,6
373436,0,04/01/2024,14,5,9,2,2,4
373436,20,01/23/2024,15,9,9,3,0,10
841425,28,10/08/2023,14,9,6,2,0,10
841425,0,04/23/2024,17,5,6,0,4,4
841425,14,02/12/2023,15,7,10,2,1,5
261755,10,05/19/2022,20,8,9,3,2,6
261755,4,09/23/2023,11,7,8,1,4,3
261755,17,08/18/2023,7,6,5,1,2,5
297606,27,06/05/2023,17,7,8,2,3,4
283881,3,01/13/2022,7,8,9,3,2,9
283881,7,12/22/2022,18,7,10,3,1,4
283881,29,08/16/2024,13,9,6,2,1,7
272000,12,09/04/2023,19,5,8,0,2,9
272000,30,05/07/2024,6,5,10,0,3,5
806928,0,08/14/2023,18,9,9,3,5,7
806928,3,09/10/2022,19,8,8,3,3,4
806928,0,01/08/2023,5,6,6,0,0,8
228181,2,07/23/2022,18,5,8,3,3,6
692673,2,03/17/2024,19,7,5,0,2,6
692673,21,10/10/2024,11,8,7,1,1,5
132342,0,06/05/2023,14,6,7,0,5,9
132342,8,07/04/2022,12,10,9,0,5,10
132342,2,12/01/2022,13,5,10,1,3,9
466552,28,04/09/2024,16,7,8,2,3,5
207226,14,11/23/2022,18,5,8,0,0,6
207226,15,11/10/2023,12,10,8,2,2,7
207226,14,03/19/2024,9,9,5,1,2,4
869662,9,04/03/2024,10,10,6,1,1,3
869662,8,11/23/2023,5,9,8,1,1,7
869662,3,07/19/2024,20,10,10,2,3,3
984736,2,10/05/2023,19,6,5,3,1,4
984736,23,03/22/2024,20,6,10,3,0,6
984736,10,08/24/2024,13,8,9,1,2,3
815652,7,05/10/2022,13,8,10,2,3,9
815652,7,12/18/2022,10,8,7,3,0,5
462139,5,04/22/2024,20,5,8,3,5,10
462139,29,05/17/2024,15,7,9,2,5,3
462139,1,10/06/2024,16,8,6,3,4,7
478958,3,06/11/2023,18,10,7,3,0,8
882187,29,05/03/2023,16,5,9,0,2,6
882187,1,01/05/2022,20,8,10,0,2,8
697089,7,07/06/2024,14,10,5,2,3,5
697089,3,01/23/2022,9,5,7,1,5,4
368594,29,06/03/2023,16,9,8,1,0,9
368594,19,06/24/2022,5,10,7,1,2,10
368594,17,11/11/2023,8,9,10,2,4,8
424682,4,07/20/2023,17,8,8,1,2,9
424682,13,07/06/2023,20,5,8,1,2,10
682574,13,05/20/2022,16,7,5,3,2,9
362470,11,03/04/2024,15,6,6,2,1,5
362470,4,12/13/2024,13,8,8,2,3,6
362470,4,05/14/2024,13,6,9,2,5,4
522580,6,08/15/2022,6,10,10,1,1,5
522580,5,05/09/2023,6,8,10,2,0,3
443151,23,02/03/2022,12,5,6,2,2,8
443151,25,11/14/2024,13,5,5,0,5,5
893911,1,11/24/2023,13,6,6,2,5,3
893911,20,02/20/2023,20,8,6,0,2,8
871237,21,06/17/2024,13,9,8,0,0,7
871237,10,05/18/2023,10,6,5,1,0,3
871237,7,05/08/2022,5,10,7,2,3,6
240111,8,07/24/2023,6,5,5,3,5,4
796973,9,07/23/2023,7,5,7,0,1,10
598993,7,02/24/2024,11,8,10,3,1,6
692734,17,08/22/2022,18,5,10,3,2,4
995566,10,01/17/2023,9,5,5,0,0,7
780771,12,07/09/2022,9,7,9,0,2,4
780771,12,03/13/2023,15,5,6,3,4,7
129145,28,06/17/2022,13,7,8,3,4,9
129145,11,02/09/2024,15,6,5,1,4,3
129145,12,06/02/2024,10,6,10,1,1,7
873868,17,01/10/2023,11,9,10,1,0,7
873868,5,06/07/2023,16,6,5,1,3,4
722272,20,06/09/2023,15,7,6,0,0,6
722272,22,04/11/2022,18,8,6,1,1,6
722272,0,02/04/2023,9,8,10,0,0,10
785311,18,03/05/2022,13,5,9,1,0,5
785311,29,11/05/2023,10,10,10,2,3,5
396285,25,08/03/2023,18,9,8,2,1,10
653090,12,05/08/2022,13,9,5,0,3,5
653090,27,03/02/2022,19,5,5,2,1,9
653090,13,01/10/2024,7,7,10,0,0,4
330563,22,10/08/2024,8,6,6,2,5,7
330563,30,07/20/2024,17,5,8,1,0,6
434706,14,09/11/2022,18,8,8,2,4,4
434706,10,07/05/2024,19,9,8,1,5,3
673409,24,01/24/2024,9,9,6,0,5,10
673409,10,08/13/2023,18,8,10,1,0,3
281253,2,05/16/2023,10,7,8,3,4,9
281253,20,12/04/2024,13,9,7,1,5,10
281253,23,07/02/2023,13,7,8,1,1,9
717113,2,05/23/2024,19,9,6,1,1,10
114865,23,11/17/2022,12,5,5,2,0,5
114865,26,09/01/2022,12,9,10,0,1,8
114865,14,02/03/2024,20,9,10,2,2,9
963305,22,02/23/2024,15,5,7,0,2,3
963305,21,03/09/2023,7,6,5,2,4,8
742607,17,01/07/2024,14,6,7,3,0,4
742607,26,04/21/2023,20,6,9,2,1,8
742607,1,11/11/2022,18,6,10,2,2,6
513598,12,02/19/2023,6,8,7,0,2,4
513598,6,08/10/2022,12,8,8,1,4,4
160263,15,01/04/2023,15,7,9,3,1,6
160263,11,02/04/2023,14,6,5,1,5,4
160263,23,06/15/2023,10,7,6,1,4,4
159834,25,09/01/2023,10,8,8,0,0,7
159834,24,07/12/2024,14,5,6,3,0,7
159834,29,05/07/2023,6,6,8,3,4,5
501233,7,06/14/2023,19,10,6,3,5,8
501233,7,12/18/2022,15,6,7,0,2,4
501233,5,11/02/2023,8,10,5,1,2,10
756613,11,11/04/2022,11,9,9,3,1,5
115298,13,08/21/2023,5,8,8,3,1,8
706259,3,04/17/2024,17,9,8,1,4,3
706259,4,11/18/2024,6,7,9,0,3,7
706259,12,11/04/2023,6,10,10,3,2,7
369760,15,10/03/2023,8,8,9,3,1,8
369760,15,10/02/2022,12,7,5,2,4,8
843131,24,12/13/2023,5,7,6,0,1,6
843131,8,02/14/2023,14,7,10,3,0,10
843131,16,02/05/2022,8,5,6,1,4,7
195705,30,11/17/2022,15,10,6,0,0,4
490637,28,02/03/2022,17,6,6,1,1,4
490637,19,04/10/2024,17,10,8,0,0,3
409024,2,07/07/2024,17,6,5,2,4,5
535788,9,05/21/2023,19,6,8,0,3,9
535788,9,10/20/2024,7,6,9,3,4,10
535788,28,07/22/2024,17,10,6,3,4,5
971145,1,03/15/2022,19,9,5,1,5,9
102511,18,08/17/2024,6,6,9,2,2,4
102511,10,10/14/2023,13,10,10,1,3,10
102511,4,01/10/2022,7,6,6,3,5,7
518187,15,09/12/2023,20,6,8,1,1,4
518187,18,02/04/2023,7,8,9,3,3,5
518187,4,09/19/2024,14,10,8,0,3,4
577993,15,10/06/2022,17,8,10,2,3,5
577993,15,06/15/2022,10,7,9,0,0,9
535010,29,10/10/2023,13,9,6,1,2,6
230610,13,06/10/2024,10,10,10,3,4,9
230610,9,01/07/2024,5,10,8,3,0,9
230610,20,01/22/2023,14,5,9,1,0,4
816739,27,07/03/2023,14,5,6,1,1,7
816739,22,02/18/2024,13,10,5,0,5,5
816739,26,09/14/2023,11,6,5,3,5,8
436998,29,07/24/2024,6,6,10,0,1,6
436998,6,01/12/2023,8,5,8,3,2,7
359895,6,07/09/2023,17,6,6,2,5,6
961855,28,01/12/2024,6,10,7,1,1,6
961855,30,07/13/2023,18,7,6,0,2,9
873825,24,02/08/2023,8,10,10,2,4,6
873825,25,09/24/2023,17,5,10,1,0,9
873825,28,12/24/2024,10,10,8,3,0,8
297783,29,03/05/2022,9,5,9,1,2,6
297783,1,11/23/2024,17,6,7,2,1,7
474647,16,07/23/2023,18,8,7,0,0,3
474647,27,09/11/2023,16,6,5,2,4,10
474647,23,06/16/2024,6,9,6,3,2,4
474640,28,11/04/2023,13,10,7,2,2,8
474640,18,04/19/2024,15,5,10,0,5,5
474640,13,01/07/2022,11,10,8,3,5,3
614828,25,02/18/2024,8,10,9,1,4,3
614828,9,08/06/2024,17,9,8,2,0,4
614828,6,04/03/2023,19,9,7,3,3,7
636258,2,04/22/2023,15,10,10,1,4,10
636258,28,09/13/2022,11,6,10,3,1,9
764400,16,11/10/2024,7,10,8,0,0,10
192723,29,04/20/2022,14,10,9,1,1,3
762770,21,04/19/2024,11,7,9,1,2,7
762770,1,02/09/2023,12,10,10,3,4,8
487173,11,04/05/2022,17,10,6,2,2,5
487173,11,08/20/2024,19,6,8,0,0,3
487173,2,07/17/2022,9,9,6,3,1,9
225275,21,10/13/2023,10,9,6,3,3,3
225275,14,08/21/2024,5,9,7,0,2,9
423642,24,03/04/2023,11,9,6,0,4,7
423642,5,10/23/2024,11,6,5,0,3,7
546669,29,01/06/2023,9,9,5,1,2,8
546669,7,04/02/2023,10,7,8,3,4,10
546669,23,06/10/2024,12,6,7,2,2,7
183269,0,05/15/2024,16,5,10,3,1,5
183269,15,08/01/2024,14,8,5,2,5,8
836482,3,09/12/2022,6,7,5,3,0,7
836482,3,07/10/2022,7,9,9,3,2,9
310159,1,10/21/2023,7,6,8,2,0,7
310159,30,10/03/2023,19,8,10,0,5,5
310159,17,04/22/2023,10,6,9,2,5,7
772553,13,01/18/2024,8,9,9,0,3,8
772553,25,08/19/2024,19,6,6,0,0,9
772553,4,03/03/2024,16,8,8,1,3,6
893568,30,02/17/2022,11,9,9,1,3,4
893568,25,10/24/2024,6,6,7,2,3,7
893568,19,05/15/2022,6,7,10,2,0,6
335894,17,12/16/2024,20,6,5,2,4,10
335894,30,06/18/2024,6,7,6,0,4,5
406526,7,03/04/2024,12,5,8,1,3,8
406526,2,03/11/2024,14,5,8,0,2,10
614818,21,04/18/2024,19,5,10,3,1,9
614818,14,09/08/2022,10,10,10,1,5,5
482837,21,06/22/2024,9,5,7,3,2,6
593477,25,03/10/2022,19,9,5,1,5,5
593477,0,04/18/2024,13,5,10,3,3,7
593477,5,10/18/2023,12,7,5,2,4,5
146769,11,06/19/2022,10,7,7,1,1,7
975194,9,10/06/2022,9,7,10,0,3,4
927596,26,10/17/2023,16,6,6,3,1,4
927596,24,02/06/2024,7,10,9,1,4,3
927596,17,05/10/2023,19,9,9,1,3,6
436181,5,10/05/2023,6,7,9,2,4,7
436181,9,01/12/2022,8,9,7,3,5,4
436181,23,09/09/2024,10,9,6,2,2,7
373807,11,08/19/2024,14,7,10,0,3,8
373807,13,12/02/2024,20,9,5,1,5,7
245831,10,01/21/2023,20,7,10,2,4,9
827626,13,05/17/2024,16,7,10,3,2,10
827626,28,12/02/2024,12,6,8,3,4,6
827626,8,02/06/2023,20,8,5,2,0,5
583750,11,12/05/2023,20,8,10,3,1,3
583750,19,09/20/2022,11,8,5,2,1,7
583750,16,09/12/2022,15,5,6,2,5,5
653646,14,07/16/2023,7,7,7,2,4,5
